Region,Birth Rate,CO2 Emissions,Energy Usage,GDP,Health Exp/Capita,Lending Interest,Life Expectancy Female,Life Expectancy Male,Population Total
Europe,0.019,,1966,3918176308,,0.146,71,67,1719536
Europe,0.01,7583,4688,19935046397,590,0.073,77,66,2218357
Europe,0.01,,,3988775844,,,83,79,35028
Europe,0.01,14294,8718,30246361657,552,0.051,77,65,3269909
Europe,0.012,11357,4329,42544677906,7029,,82,77,472637
Europe,0.011,10939,2924,6560546900,246,0.113,77,72,2093801
Europe,0.009,2574,834,6390123590,1445,0.057,82,77,405308
Europe,0.012,4994,3441,3408454198,101,0.181,72,64,3585209
Europe,,,,4663488363,5115,,,,34369
Europe,0.013,2384,1118,2696020575,361,0.112,76,71,616854
Europe,0.011,167201,76830,677692000000,4459,0.035,82,78,16346101
Europe,0.013,44257,27129,340042000000,6778,0.047,83,78,4660677
Europe,0.01,320004,97241,341670000000,554,0.055,80,71,38141267
Europe,0.01,59108,24698,201790000000,1915,,82,75,10522288
Europe,0.01,102595,39936,122696000000,289,0.14,76,69,21193760
Europe,0.01,1669618,670673,989931000000,365,0.104,73,60,142487260
Europe,0.01,,,1469075398,3444,0.067,85,79,30130
Europe,0.01,53766,17064,29221081587,371,0.166,76,71,7411569
Europe,0.01,38929,18640,69002095095,761,0.077,78,70,5373054
Europe,0.009,16245,7321,38945146500,1610,0.074,82,75,2006868
Europe,0.011,350037,141748,1236350000000,2371,,84,78,44397319
Europe,0.012,49571,50207,399076000000,3947,,83,79,9080505
Europe,0.01,41877,27084,405183000000,5643,0.03,84,79,7483934
Europe,0.019,261571,93035,530900000000,422,,76,69,68626337
Europe,0.01,326480,137333,107753000000,147,0.152,74,62,46787750
Europe,0.012,542041,218961,2483010000000,3423,0.046,81,77,60846820
Middle East,0.018,19497,8093,18505250857,599,0.08,76,75,950951
Middle East,0.018,509889,180242,222881000000,174,0.14,74,70,70976584
Middle East,0.034,99544,21503,65141035028,58,0.145,72,66,28064095
Middle East,0.021,65977,20380,150986000000,1524,0.081,83,88,7053700
Middle East,0.03,20733,6853,15056937190,224,0.082,74,71,5536000
Middle East,0.021,73769,25780,101561000000,943,0.086,75,73,2417445
Middle East,0.014,14499,4774,21796351575,443,0.103,80,76,4079823
Middle East,0.022,39604,15183,36803641389,346,0.074,77,73,2554905
Middle East,0.014,56736,19606,60882141103,1625,0.072,78,77,967602
Middle East,0.023,432739,158214,376900000000,537,,76,72,25371936
Middle East,0.027,53590,21630,33332844575,66,0.08,77,73,18804914
Middle East,0.016,123875,45911,222106000000,1109,,77,75,4875639
Middle East,0.035,20796,7054,19081726103,52,0.18,63,60,20661714
Oceania,0.022,,,,,,,,58652
Oceania,0.013,371214,115020,747463000000,3330,0.094,84,79,20697900
Oceania,0.023,1360,559,3103099942,144,0.073,72,66,828060
Oceania,0.018,851,,,,,77,72,257731
Oceania,0.019,,,,,,80,74,158429
Oceania,0.024,70,10,104668675,124,,69,64,91953
Oceania,0.035,92,30,143352031,547,,,,52084
Oceania,0.025,103,,252991205,285,0.156,69,67,105686
Oceania,0.018,2780,,,,,80,73,238459
Oceania,0.014,33553,16965,110205000000,2295,0.082,82,78,4184600
Oceania,0.032,4595,,5598700444,31,0.106,63,59,6245797
Oceania,0.029,158,57,453082900,129,0.117,75,68,181073
Oceania,0.034,180,59,456735445,63,0.139,67,65,480745
Oceania,0.029,176,57,295998379,159,0.12,74,69,101617
Oceania,0.029,48,31,437072934,64,0.083,72,68,214654
The Americas,0.018,425,143,1141418340,607,0.109,77,72,83467
The Americas,0.018,174238,73128,264490000000,454,0.086,79,71,38988923
The Americas,0.012,2274,,2421474860,,0.113,77,72,100830
The Americas,0.015,1522,706,7965588000,1645,0.055,77,71,335622
The Americas,0.013,1371,398,4314050000,826,0.103,77,72,274923
The Americas,0.026,407,172,1217450000,192,0.142,75,69,278985
The Americas,0.013,521,,5414299000,,,82,76,64523
The Americas,0.028,14910,6439,11451845341,58,0.119,67,63,9517395
The Americas,0.017,347668,222818,1088920000000,491,0.508,76,68,188134315
The Americas,0.011,550233,268302,1310800000000,3904,0.058,83,78,32570505
The Americas,,517,,,,,,,50026
The Americas,0.015,64393,29507,154671000000,587,0.08,81,75,16504530
The Americas,0.021,62940,28568,162774000000,227,0.129,76,69,43841370
The Americas,0.017,7437,4182,22526464409,410,0.222,81,76,4392493
The Americas,0.011,27407,10847,52742100000,360,,80,76,11301100
The Americas,0.014,,,,,,79,71,140217
The Americas,0.015,110,42,382299140,271,0.095,,,70690
The Americas,0.023,20693,7068,35965041793,197,0.195,75,69,9479269
The Americas,0.023,29688,10255,46802044000,216,0.098,78,72,14023503
The Americas,0.021,6846,4735,18550700000,203,,76,66,6096692
The Americas,0.015,627,,1738432116,,,72,67,56774
The Americas,0.019,231,81,704762536,435,0.099,74,69,103260
The Americas,0.034,12526,7940,30231130543,171,0.128,73,66,12995374
The Americas,0.022,1291,500,1458449058,79,0.145,68,62,765367
The Americas,0.028,2112,2645,4879738636,30,0.264,62,58,9388642
The Americas,0.028,7008,3993,10841723354,118,0.174,74,69,7037428
The Americas,0.016,12020,4176,11903020644,187,0.176,75,69,2653042
The Americas,0.021,441796,172307,966736000000,515,0.075,78,73,112116694
The Americas,0.025,4466,2824,6786340353,78,0.116,75,69,5524927
The Americas,0.022,7371,3093,17137000000,350,0.084,79,73,3428509
The Americas,0.025,3986,4076,10662013273,101,0.301,74,69,6014781
The Americas,0.022,35064,13248,87554128440,149,0.239,75,70,28030688
The Americas,0.012,,,87276164365,,,83,74,3805214
The Americas,,,,,,,,,38272
The Americas,,235,79,629511778,517,0.093,,,49823
The Americas,0.017,367,119,1018069267,393,0.108,76,71,167658
The Americas,0.018,,,,,,81,75,28414
The Americas,0.018,202,70,611040126,218,0.097,74,69,108908
The Americas,0.02,2442,714,2626093294,323,0.156,73,66,505186
The Americas,0.015,32152,19585,18460905284,625,0.109,73,66,1303478
The Americas,,143,,,,,,,27642
The Americas,0.014,5737616,2296686,13857900000000,7110,0.08,80,75,298379912
The Americas,0.015,6648,3183,19579479147,491,0.093,80,72,3330217
The Americas,0.022,171825,63705,183478000000,387,0.155,76,71,27190882
The Americas,0.013,,,,,,82,76,107700
Africa,0.023,112339,36793,134978000000,135,0.08,72,69,35097043
Africa,0.048,25152,10697,60448890972,115,0.177,51,48,17712824
Africa,0.039,4499,3206,5506275948,29,,59,57,8707490
Africa,0.025,4701,2033,10939028155,269,0.162,46,46,1915187
Africa,0.044,1646,,6755823933,32,,54,53,14235075
Africa,0.044,191,,1356078300,16,0.168,53,50,8328312
Africa,0.04,5834,6340,20431779034,50,0.15,53,52,19097676
Africa,0.036,235,,1698125680,18,0.15,48,45,4106897
Africa,0.049,462,,8638711757,27,0.15,49,48,10694366
Africa,0.039,121,41,464948879,36,0.105,61,58,632736
Africa,0.045,2604,21459,16364027647,10,0.47,50,47,57187942
Africa,0.039,1437,1209,8394688589,57,0.15,57,54,3758858
Africa,0.036,6883,10233,19795705245,72,,49,47,17949061
Africa,0.029,488,143,847918929,78,0.112,60,57,798690
Africa,0.024,192382,71189,130478000000,85,0.125,72,68,74229577
Africa,0.038,4796,1759,10197937673,380,0.15,51,49,639618
Africa,0.04,579,721,1317974493,8,,62,57,5209846
Africa,0.037,5915,30536,19346646117,11,0.075,60,58,80440708
Africa,0.033,2332,1832,11570860872,262,0.15,62,60,1447388
Africa,0.044,396,133,798869805,21,0.279,59,56,1529406
Africa,0.033,9578,9064,24757608488,66,,61,59,22525659
Africa,0.039,1210,,4134173271,26,,55,53,10046967
Africa,0.04,231,95,690721769,29,,54,52,1484337
Africa,0.038,9831,17230,27236739896,32,0.133,58,55,37752304
Africa,0.028,7,19,1597484736,69,0.141,45,45,1955784
Africa,0.039,678,,739026892,21,0.15,58,56,3522294
Africa,0.023,54209,17525,71803278689,276,0.06,76,72,5782108
Africa,0.037,1815,,7342905883,19,0.45,63,61,19371023
Africa,0.042,953,,3647817219,18,0.277,51,51,13713758
Africa,0.048,579,,7145394015,39,,52,53,12725629
Africa,0.036,1914,,3356758534,37,0.235,62,59,3330037
Africa,0.014,3887,1194,7792063567,316,0.219,76,69,1260403
Africa,0.02,50267,14457,75226318359,134,,71,68,30667086
Africa,0.043,2391,9144,8035635713,22,0.195,49,47,22171404
Africa,0.028,2409,1345,8836063690,294,0.129,62,56,2080700
Africa,0.051,821,,4291363547,22,,55,55,14197289
Africa,0.042,95210,107683,166451000000,81,0.169,50,49,147187353
Africa,0.038,557,,3707800459,38,0.161,60,57,9928143
Africa,0.038,84,44,144259257,66,0.324,67,63,163390
Africa,0.039,5335,3000,11284603481,45,,63,60,11904974
Africa,0.018,653,205,1033635773,393,0.109,78,69,85033
Africa,0.04,634,,2158653216,56,0.25,44,43,5416015
Africa,0.046,605,,,,,55,51,8910851
Africa,0.022,443648,136604,286172000000,449,0.132,53,51,48910248
Africa,0.039,,,,,,53,51,8736736
Africa,0.036,12541,15294,45456460335,85,,62,59,33218250
Africa,0.031,1063,423,3053823329,190,0.132,47,47,1134977
Africa,0.042,6150,18306,16825547176,23,0.161,57,55,41119693
Africa,0.038,1316,2458,2523462649,28,,55,54,5834806
Africa,0.017,23869,9039,38920218579,217,,76,72,10225100
Africa,0.046,3128,,12292813801,37,0.191,55,54,30728747
Africa,0.044,1654,7399,11541420981,57,0.189,51,49,12109620
Africa,0.032,10213,9438,5291950101,,,46,47,12740160
Asia,0.042,1991,,9843851009,30,0.181,59,57,26349243
Asia,0.014,5068,2853,9206301700,133,0.175,77,70,2989882
Asia,0.018,41426,12113,33050343783,192,0.191,73,67,8581300
Asia,0.022,48467,26626,68415421373,16,0.16,69,68,146457067
Asia,0.022,392,244,1196091806,88,0.14,66,65,679365
Asia,0.018,10176,3227,12247694247,738,0.055,79,76,381440
Asia,0.026,3484,3482,8639164917,28,,72,66,13747288
Asia,0.012,6791805,2044606,3494060000000,113,0.075,76,73,1317885000
Asia,0.013,6190,3341,10172260738,188,0.171,77,70,4388400
Asia,0.01,39963,14338,211597000000,,0.068,85,79,6916300
Asia,0.022,1611404,604659,1238700000000,40,0.13,66,63,1159095250
Asia,0.021,375545,182885,432217000000,58,0.139,71,67,230972808
Asia,0.009,1251136,515198,4356350000000,2801,0.019,86,79,127770750
Asia,0.021,220313,66231,104850000000,233,,73,61,15484192
Asia,0.015,70370,18300,,,,72,65,24111989
Asia,0.01,495837,222147,1122680000000,1379,0.066,83,76,48597652
Asia,0.023,5871,2726,3802566171,51,0.253,72,64,5268400
Asia,0.029,1668,,4222945530,29,0.285,67,64,6013278
Asia,0.008,1404,,18054684854,,0.078,82,77,493206
Asia,0.018,205308,69970,193553000000,256,0.064,76,72,26813819
Asia,0.022,917,299,1541978559,315,0.13,77,74,308239
Asia,0.022,10092,3114,4234894168,93,0.218,70,62,2595068
Asia,0.019,12636,15595,,7,0.17,66,62,50828959
Asia,0.026,2699,9308,10325618017,23,0.08,67,65,25950022
Asia,0.028,158895,83538,152386000000,31,0.118,66,65,163928329
Asia,0.026,69669,38514,149360000000,65,0.087,71,64,88875548
Asia,0.01,17866,21819,179981000000,1333,0.053,83,78,4588600
Asia,0.019,12457,9261,32351184234,59,0.171,77,70,20039000
Asia,0.031,3223,2583,3719497371,28,0.227,70,63,7111025
Asia,0.012,262205,104886,246977000000,133,0.071,76,70,66076927
Asia,0.037,183,61,558700000,41,0.15,66,63,1015482
Asia,0.022,53516,22367,12664165103,113,,69,61,4858236
Asia,0.023,116944,48718,22311393928,46,,71,64,26868000
Asia,0.017,113651,45777,77414425532,58,0.112,80,70,84221100
Europe,0.013,4056,2025,10701011856,218,0.141,80,73,2940880
Europe,0.01,539,,3245411584,3012,,,,81292
Europe,0.009,69141,33393,375042000000,4636,,83,77,8300788
Europe,0.011,60282,28039,45275711996,304,0.086,76,65,9560000
Europe,0.012,103215,57019,459619000000,4136,0.086,83,77,10625700
Europe,0.008,27884,5305,15280615815,341,0.072,78,73,3868665
Europe,0.01,52812,20117,42113656147,375,0.1,76,69,7545338
Europe,0.009,24389,9325,59319390298,1008,0.093,79,72,4436000
Europe,0.012,8196,2437,21841815681,1691,0.067,81,77,1063095
Europe,0.011,123948,45845,180479000000,1144,0.058,80,74,10298828
Europe,0.012,50253,19763,311418000000,5710,,81,76,5461438
Europe,0.012,18845,5624,21993674015,835,0.065,79,67,1340680
Europe,0.014,774,,2278229880,,,83,78,49554
Europe,0.011,63982,36803,246128000000,3751,,83,76,5288720
Europe,0.013,375882,263542,2582390000000,4413,,85,78,64012572
Europe,0.008,784016,330719,3323810000000,4231,,82,77,82266372
Europe,0.01,98246,30217,305432000000,2682,,82,77,11163002
Europe,0.01,55859,26729,136102000000,1038,0.091,77,69,10055780
Europe,0.015,2310,4836,20428232684,6182,0.193,83,80,311566
Europe,0.016,44583,15120,259574000000,4733,,82,77,4398942
Europe,0.011,,,4075664785,,,,,81812
Europe,0.01,462676,179599,2127180000000,3058,0.063,84,79,58438310
Europe,0.019,,2045,4743437689,,0.141,71,67,1733404
Europe,0.011,7928,4796,28765687042,883,0.109,77,66,2200325
Europe,0.01,,,4602346923,,,84,79,35308
Europe,0.01,15137,9460,39325985931,725,0.069,77,65,3231294
Europe,0.011,10869,4209,51320661751,7326,,82,77,479993
Europe,0.011,11379,3045,8159825620,272,0.102,77,72,2096620
Europe,0.009,2725,878,7513834700,1580,0.062,82,78,406724
Europe,0.012,4686,3342,4402495921,134,0.188,72,64,3576910
Europe,,,,5974371696,5671,,,,35013
Europe,0.013,2252,1086,3673382212,414,0.092,76,72,617800
Europe,0.011,171766,79350,782567000000,5150,0.046,82,78,16381696
Europe,0.012,45089,27547,393479000000,7978,0.066,83,78,4709153
Europe,0.01,315637,96824,425322000000,706,,80,71,38120560
Europe,0.01,60865,25302,231742000000,2185,,82,75,10542964
Europe,0.01,100960,39757,170617000000,414,0.133,76,69,20882982
Europe,0.011,1667598,672591,1299710000000,487,0.1,74,61,142114903
Europe,0.009,,,1687653983,3872,0.076,85,80,30377
Europe,0.009,52251,16602,38952093544,547,0.111,76,71,7381579
Europe,0.01,36600,17850,84108560088,1078,0.08,78,71,5374622
Europe,0.01,16212,7321,47349639895,1850,0.059,82,75,2018122
Europe,0.011,358237,143836,1441430000000,2752,,84,78,45226803
Europe,0.012,48060,50060,462513000000,4526,,83,79,9148092
Europe,0.01,38019,25760,450530000000,6126,0.032,84,79,7551117
Europe,0.019,284658,100005,647155000000,558,,77,70,69496513
Europe,0.01,327595,137343,142719000000,194,0.139,74,63,46509350
Europe,0.013,528906,210993,2857080000000,3953,0.055,82,77,61322463
Middle East,0.018,22398,8962,21730590263,648,0.083,77,75,1032353
Middle East,0.019,539790,190620,286058000000,220,0.12,74,70,71809219
Middle East,0.034,62834,23696,88837727881,95,0.195,72,66,28740630
Middle East,0.021,66424,20700,174968000000,1730,0.069,82,88,7180100
Middle East,0.03,21540,7209,17110610000,252,0.087,75,71,5661000
Middle East,0.021,75236,26389,114722000000,954,0.085,75,73,2554920
Middle East,0.013,14972,4206,24577114428,480,0.103,80,76,4139813
Middle East,0.022,44587,17583,41901170689,403,0.073,77,73,2569739
Middle East,0.013,67242,22790,79712085615,1600,0.074,79,77,1152459
Middle East,0.022,393535,144109,415909000000,566,,76,73,25915624
Middle East,0.026,57429,22803,40405006007,79,0.102,77,73,19561477
Middle East,0.016,139405,51975,257916000000,1184,,77,75,5797347
Middle East,0.034,21712,7014,25633674564,57,0.18,63,61,21182162
Oceania,,,,,,,,,57919
Oceania,0.014,377235,118655,853855000000,3956,0.082,84,79,20827600
Oceania,0.023,1203,524,3405050612,152,0.09,72,66,835392
Oceania,0.018,843,,,,,77,73,260361
Oceania,0.019,,,,,,80,75,158331
Oceania,0.024,51,11,123005090,160,,70,64,93401
Oceania,0.035,99,32,149739017,587,,,,52150
Oceania,0.025,99,,255890836,292,0.14,69,67,105097
Oceania,0.017,2945,,,,,80,72,242400
Oceania,0.015,33648,17123,135295000000,2694,0.086,82,78,4228300
Oceania,0.032,4903,,6329292929,41,0.098,63,59,6397623
Oceania,0.029,161,58,490916835,164,0.127,75,68,182240
Oceania,0.034,198,64,516209150,67,0.141,68,65,492148
Oceania,0.028,154,58,301064027,205,0.122,75,69,102289
Oceania,0.028,95,35,526425740,88,0.082,72,68,220001
The Americas,0.018,444,146,1289259236,698,0.104,77,72,84397
The Americas,0.017,180416,73673,329761000000,548,0.111,79,71,39331357
The Americas,0.012,2358,,2623726257,,0.11,77,72,101219
The Americas,0.015,1547,709,8318996000,1721,0.055,77,71,342049
The Americas,0.013,1426,401,4513250000,928,0.108,77,72,276277
The Americas,0.026,425,178,1290500000,215,0.143,76,70,286196
The Americas,0.013,517,,5895048000,,,82,76,64888
The Americas,0.028,12757,5372,13120183157,64,0.129,68,63,9676456
The Americas,0.017,363213,235460,1366820000000,609,0.437,76,69,189996976
The Americas,0.011,560802,271728,1457870000000,4330,0.061,83,78,32887928
The Americas,0.014,612,,,,,,,51472
The Americas,0.015,71154,30565,173006000000,665,0.087,82,76,16668892
The Americas,0.021,63439,27919,207520000000,291,0.154,77,69,44498390
The Americas,0.017,8573,4508,26321999607,525,0.128,81,76,4463226
The Americas,0.011,26736,10137,58603500000,587,,80,76,11301674
The Americas,0.013,,,,,,79,72,143026
The Americas,,150,43,412592593,298,0.092,,,70795
The Americas,0.023,21430,7058,41320673508,212,0.158,75,69,9615015
The Americas,0.023,30759,11332,51007777000,241,,78,72,14268397
The Americas,0.021,6898,4479,20104900000,207,,76,66,6122952
The Americas,0.015,616,,2121759848,,,72,68,56555
The Americas,0.019,238,81,758888875,448,0.098,74,69,103586
The Americas,0.034,12636,8528,34113106486,184,0.128,74,67,13317931
The Americas,0.022,1566,500,1740334782,89,0.146,68,62,770407
The Americas,0.028,2391,2509,5885325590,34,0.231,62,59,9513714
The Americas,0.028,8779,4692,12275491273,136,0.166,74,70,7178436
The Americas,0.016,13480,4200,12820055025,230,0.172,75,69,2662481
The Americas,0.021,455845,176711,1043390000000,565,0.076,78,74,113529819
The Americas,0.025,4595,2871,7458167331,92,0.13,76,70,5595533
The Americas,0.021,7125,3024,21121900000,382,0.083,79,74,3491034
The Americas,0.025,4136,4225,13794909537,135,0.25,74,70,6125285
The Americas,0.021,43208,14334,102173000000,192,0.229,76,70,28328410
The Americas,0.012,,,89524131617,,,83,74,3782995
The Americas,,,,,,,77,72,39464
The Americas,,249,83,684074062,551,0.093,,,50478
The Americas,0.017,385,128,1145555535,452,0.101,76,71,170149
The Americas,0.017,,,,,,82,75,28905
The Americas,0.018,202,70,684074074,246,0.096,74,70,109045
The Americas,0.019,2442,714,2936612022,341,0.138,73,66,510433
The Americas,0.015,46461,20331,21830397705,790,0.118,73,66,1310040
The Americas,,158,,,,,,,28638
The Americas,0.014,5828697,2337014,14480300000000,7486,0.081,80,75,301231207
The Americas,0.015,5999,3172,23410536914,560,0.089,80,73,3338384
The Americas,0.022,175785,62934,230364000000,497,0.171,77,71,27655937
The Americas,0.013,,,,,,82,76,107423
Africa,0.024,114619,37425,171000000000,183,0.08,72,69,35725377
Africa,0.048,26597,11584,84178086999,177,0.125,51,48,18314441
Africa,0.039,4492,3278,6633561835,31,,60,57,8973293
Africa,0.025,4980,2151,11113042238,307,0.165,46,46,1933719
Africa,0.044,1698,,8350710389,39,,55,54,14659646
Africa,0.045,249,,1611634286,15,0.165,53,50,8624280
Africa,0.039,5545,6395,23735537026,60,,54,52,19595026
Africa,0.036,235,,1985370255,20,,48,45,4185106
Africa,0.048,510,,10351933632,27,,50,48,11030628
Africa,0.038,125,,530131963,42,0.105,61,58,649291
Africa,0.045,2820,22246,19206060075,15,0.432,50,47,58819038
Africa,0.039,1474,1260,11859015181,64,,57,55,3876475
Africa,0.036,6872,10278,23414253328,83,,50,48,18260044
Africa,0.029,524,,999105339,92,0.116,61,58,810100
Africa,0.024,196797,72050,162818000000,101,0.123,72,68,75491922
Africa,0.037,4503,,15419096232,792,,52,49,658025
Africa,0.039,414,677,1380188800,9,,63,58,5382163
Africa,0.036,6370,31482,26571320718,14,0.08,61,59,82621190
Africa,0.033,1566,1880,15685389827,283,,62,60,1482843
Africa,0.044,411,,965771303,25,0.27,59,56,1577984
Africa,0.033,8529,8958,28528016511,69,,61,59,23110139
Africa,0.039,1214,,4515824643,26,,55,54,10314678
Africa,0.039,227,,842890956,34,,55,52,1516920
Africa,0.038,10242,17806,30465489796,33,0.14,59,56,38773277
Africa,0.028,18,,1630667593,73,0.162,46,46,1972199
Africa,0.038,576,,850040459,27,0.144,59,57,3672714
Africa,0.022,60392,17738,93167701863,318,0.06,76,73,5876805
Africa,0.036,1944,,9413002737,20,0.45,64,61,19926785
Africa,0.042,1155,,4276769712,25,0.253,52,52,14138207
Africa,0.048,594,,8737687353,45,,53,53,13138299
Africa,0.036,2021,,3790240831,46,0.203,62,59,3422901
Africa,0.013,3953,,9641077098,362,0.115,76,69,1268565
Africa,0.021,49934,14933,88882967742,156,,71,68,30955151
Africa,0.042,2340,9264,9891003405,24,0.183,50,47,22762525
Africa,0.028,3579,1455,8493167843,287,0.137,63,57,2110791
Africa,0.05,917,,5403364454,26,,56,56,14737895
Africa,0.042,92621,111225,208065000000,88,0.155,51,50,151208080
Africa,0.038,543,,4674053754,47,0.165,61,59,10222961
Africa,0.037,84,,183464986,75,0.324,67,64,168253
Africa,0.039,5442,3036,13386346543,54,,64,61,12238791
Africa,0.018,708,,967211975,289,0.118,79,68,86956
Africa,0.04,664,,2505620416,64,0.245,44,44,5532139
Africa,0.046,609,,,,,55,52,9140259
Africa,0.022,465023,146768,273142000000,437,0.151,54,51,49561256
Africa,0.038,,,16382632812,34,,53,51,9118386
Africa,0.036,12589,15539,54082389393,118,,63,59,34040065
Africa,0.031,1093,,3019770680,214,0.148,47,48,1153929
Africa,0.041,6538,18921,20715086119,26,0.15,58,56,42353790
Africa,0.038,1456,2563,3163416556,34,,56,54,5987491
Africa,0.018,25013,9427,44856586316,246,,76,72,10328900
Africa,0.046,3161,,14239026768,39,0.205,56,55,31778799
Africa,0.043,1845,7641,14640792100,78,0.191,52,51,12456527
Africa,0.032,8148,8678,4415702801,,,49,49,12784041
Asia,0.041,3927,,10190534636,35,0.149,60,57,27032197
Asia,0.014,5556,3004,11662040714,149,0.17,77,71,2977488
Asia,0.017,45702,13322,48852482960,241,0.198,73,67,8763400
Asia,0.022,46435,27873,79554350678,19,0.164,69,68,147969967
Asia,0.021,422,,1258193519,95,0.138,66,66,692159
Asia,0.018,10583,3542,14393099069,821,0.055,80,76,388017
Asia,0.026,3975,3514,10351829066,41,,72,67,13940518
Asia,0.012,7035444,2120814,4521830000000,155,0.053,76,73,1324655000
Asia,0.014,6238,3005,12799337250,261,0.18,77,70,4383800
Asia,0.011,38573,14139,219280000000,,0.05,86,79,6957800
Asia,0.022,1811289,632956,1224100000000,43,0.133,67,63,1174662334
Asia,0.021,412387,186605,510245000000,61,0.136,72,68,234243489
Asia,0.009,1206916,495352,4849180000000,3259,0.019,86,79,127704040
Asia,0.023,230438,69983,133442000000,332,,72,62,15674000
Asia,0.015,78081,20164,,,,72,65,24243894
Asia,0.009,508052,226946,1002220000000,1253,0.072,83,77,48948698
Asia,0.024,5680,2846,5139957785,60,0.199,73,65,5318700
Asia,0.029,1742,,5443930125,36,0.24,67,65,6139127
Asia,0.009,1192,,20731022857,,0.054,82,77,507528
Asia,0.018,213221,73006,230988000000,288,0.061,77,72,27302348
Asia,0.022,1008,,1891633531,475,0.13,77,75,313843
Asia,0.022,10029,3156,5623236708,136,0.206,70,62,2632834
Asia,0.018,9028,15033,,10,0.17,66,62,51174018
Asia,0.025,3047,9634,12545438605,27,0.08,67,65,26249412
Asia,0.027,156676,82046,170078000000,29,0.129,67,65,167008083
Asia,0.026,75944,40009,173603000000,74,0.088,71,65,90371287
Asia,0.01,19637,25162,192231000000,1577,0.054,83,78,4839400
Asia,0.019,11892,8942,40715240469,68,0.189,77,71,20217000
Asia,0.031,3033,2473,5161336170,40,0.237,70,63,7275252
Asia,0.012,261838,107656,272578000000,162,0.07,77,70,66185340
Asia,0.037,191,,693800000,55,0.131,66,63,1032182
Asia,0.022,55093,22669,19271523179,81,,69,61,4917543
Asia,0.024,120039,50512,27934030937,53,,71,64,27302800
Asia,0.017,127164,48984,99130304099,63,0.158,80,70,85122300
Europe,0.013,4129,2061,12881352688,251,0.13,80,74,2912559
Europe,0.01,539,,3712034267,3105,,,,79969
Europe,0.009,68269,33545,414171000000,5211,,83,78,8336926
Europe,0.011,62816,28098,60763483146,378,0.086,77,65,9528000
Europe,0.012,103882,58600,507379000000,4715,0.092,83,77,10709973
Europe,0.008,30997,5954,18543289395,425,0.07,78,73,3861201
Europe,0.01,50792,19815,51824892678,474,0.109,77,70,7492561
Europe,0.01,23366,9084,69595512099,1224,0.101,80,72,4434508
Europe,0.012,8555,2574,25321517504,2182,,81,77,1077089
Europe,0.012,117014,44870,225427000000,1481,0.063,80,74,10384603
Europe,0.012,46960,19200,343881000000,6395,,81,76,5493621
Europe,0.012,17492,5440,23781549758,1060,0.085,79,69,1337090
Europe,,719,,2412859693,,,83,78,49601
Europe,0.011,56593,35284,271974000000,4262,,83,76,5313399
Europe,0.013,372564,264803,2831800000000,4877,,85,78,64371099
Europe,0.008,783359,334634,3623690000000,4718,,82,77,82110097
Europe,0.011,97810,30419,341594000000,3085,,83,78,11186439
Europe,0.01,54657,26458,154234000000,1146,0.102,78,70,10038188
Europe,0.015,2120,5354,16832076487,4959,0.201,83,80,317414
Europe,0.017,43021,14903,264034000000,5393,,82,78,4489544
Europe,,,,,,,,,82561
Europe,0.01,447187,176004,2307310000000,3441,0.068,85,79,58826731
Europe,0.019,,2216,5771473142,,0.138,72,67,1747383
Europe,0.011,7591,4586,33669367720,979,0.119,78,67,2177322
Europe,0.01,,,4929414915,,,86,80,35582
Europe,0.011,15115,9520,47438363056,934,0.084,78,66,3198231
Europe,0.012,10792,4204,54742763112,8305,,83,78,488650
Europe,0.011,11848,3012,9834034351,325,0.097,77,72,2098769
Europe,0.01,2560,837,8554293727,1596,0.059,82,77,409379
Europe,0.012,4774,3363,6054806101,193,0.211,72,64,3570108
Europe,,,,6919241412,6623,,,,35686
Europe,0.012,2750,1177,4538345345,466,0.092,76,72,618649
Europe,0.011,173845,79550,870812000000,5834,0.046,82,78,16445593
Europe,0.013,50326,29805,453885000000,8626,0.073,83,78,4768212
Europe,0.011,316125,97892,529432000000,956,,80,71,38125759
Europe,0.01,58357,24430,251925000000,2425,,82,76,10558177
Europe,0.011,94645,39617,204339000000,516,0.15,76,69,20537875
Europe,0.012,1715639,688483,1660840000000,594,0.122,74,62,141956409
Europe,0.011,,,1899809580,4069,0.079,86,80,30549
Europe,0.009,51881,16808,47760580366,673,0.161,76,71,7350221
Europe,0.011,37557,18321,97908891167,1400,0.058,79,71,5379233
Europe,0.011,17180,7740,54554616826,2265,0.067,82,75,2021316
Europe,0.011,329286,139013,1593420000000,3146,,84,78,45954106
Europe,0.012,49105,49601,486159000000,4886,,83,79,9219637
Europe,0.01,40392,26773,524289000000,7104,0.033,84,80,7647675
Europe,0.018,285274,98502,730337000000,628,,77,70,70363511
Europe,0.011,323459,134562,179992000000,257,0.175,74,63,46258200
Europe,0.013,522467,208209,2687800000000,3875,0.046,82,78,61806995
Middle East,0.017,24301,9771,25711147929,727,0.082,77,75,1116038
Middle East,0.019,570574,204312,355988000000,313,0.12,74,71,72660887
Middle East,0.033,94444,28806,131612000000,142,0.195,72,65,29429829
Middle East,0.022,70938,22868,213126000000,2076,0.066,83,79,7308800
Middle East,0.03,20763,7069,21971835256,326,0.09,75,72,5786000
Middle East,0.021,79959,28843,147402000000,1049,0.076,75,73,2702221
